aadhaar_id,full_name,dob,age,gender,address,pincode,income_certificate_id,annual_income,issue_date,valid_until,issuing_authority,state,caste_category,mobile
816262000000.0,Nitara Sandhu,07/03/1958,67,Female,"H.No. 09, Dube Ganj, Varanasi 857133",868464,9a69511c-4ecd-4442-bff7-f5166143fd4e,375466,11/04/2024,11/04/2025,Tehsildar,Manipur,ST,9384608396
296903000000.0,Aadhya Bera,22/10/1972,53,Female,"32, Golla Zila, Aligarh-985243",607454,b2140b91-baa2-4245-bd74-94c1dcdbc089,244721,04/01/2024,03/01/2025,District Magistrate,West Bengal,OBC,9271929440
589550000000.0,Aarush Lala,21/11/2002,23,Female,"50, Krish Ganj, Gopalpur 343117",318290,15f4f917-6af6-4c64-818f-8bd9e7a250f1,469774,31/05/2023,30/05/2024,Revenue Department,Manipur,SC,9742114431
210794000000.0,Garima Dhillon,01/03/1986,39,Other,"36/812, Bobal Street, Fatehpur-643380",268365,322c2bbf-796b-4b3c-8510-86f91d87a860,83853,04/11/2024,04/11/2025,Revenue Department,Madhya Pradesh,SC,9633224198
827886000000.0,Yahvi Balasubramanian,09/12/1958,67,Male,"H.No. 176, Sen Road, Karimnagar-896886",781619,8124692f-2328-4fd3-bbe6-08a89977433e,315516,23/07/2023,22/07/2024,District Magistrate,Goa,OBC,9046940465
849092000000.0,Arjun Murty,03/01/1986,39,Male,"595, Gupta Path, Srikakulam-664551",79656,16c0be97-3790-4aef-b7c9-29e56e95864a,623867,29/04/2025,29/04/2026,Tehsildar,Bihar,General,9640819591
661687000000.0,Gunbir Sem,01/12/1988,37,Other,"71/949, Dalal Ganj, Hindupur 668654",907064,1d2dca1e-08db-467b-8f61-930c4c32fbc3,832951,17/07/2023,16/07/2024,Revenue Department,Gujarat,SC,9742363589
270633000000.0,Edhitha Wagle,26/04/2001,24,Female,"762, Singhal, Silchar 535918",261206,130876d6-425c-4709-80fc-44cc9a44f1f1,831408,11/02/2025,11/02/2026,Revenue Department,Nagaland,OBC,9120519212
226123000000.0,Warjas Venkatesh,19/04/1999,26,Male,"H.No. 56, Baria Marg, Muzaffarpur-912389",89322,e3e4f0a6-e747-436f-8f6d-ef05c3ca2ec1,974042,25/02/2024,24/02/2025,Tehsildar,Maharashtra,General,9310223967
185110000000.0,Patrick Sani,07/03/1966,59,Female,"19/72, Chaudhary Chowk, Guntakal-512044",558494,b7a47dd3-b31c-4fca-8cde-6a73033330ff,396277,17/03/2023,16/03/2024,District Magistrate,Madhya Pradesh,General,9960283471
528568000000.0,Christopher Pai,08/09/1968,57,Other,"78/519, Dubey, Ramgarh 498401",318555,45d98902-f566-4ff0-91b3-85a0c6112a5b,452487,18/04/2023,17/04/2024,Tehsildar,Telangana,OBC,9459143330
329246000000.0,Edhitha Jani,22/12/1998,27,Other,"72/658, Bal, Ambala-495313",611015,c33697aa-c9d2-44cc-854a-a2b17b3f5965,138546,03/08/2022,03/08/2023,District Magistrate,Himachal Pradesh,OBC,9778001656
264173000000.0,Dakshesh Toor,08/05/1983,42,Other,"H.No. 91, Samra Road, Pune 228361",555545,a3a2437c-12ba-4884-8530-dae59102e5a6,511450,13/08/2022,13/08/2023,Revenue Department,Sikkim,SC,9095532541
166954000000.0,Vasana Dora,11/12/1959,66,Female,"67, Chawla, Raebareli-415167",655306,943e2d76-6f05-4975-a112-f1b99c1e3af5,747962,06/06/2023,05/06/2024,Revenue Department,Mizoram,ST,9487750212
453040000000.0,Avni Swaminathan,23/08/1982,43,Female,"17, Baria Path, Miryalaguda-471487",159422,354b17a3-b53e-4b7a-943f-63708e23ca73,121987,11/08/2023,10/08/2024,Revenue Department,Meghalaya,ST,9902685891
911838000000.0,Udarsh Deep,04/10/1969,56,Other,"12/20, Sani, Ghaziabad 114555",483146,18224fc4-ec2d-4221-8752-b18df93b3501,130476,15/02/2024,14/02/2025,District Magistrate,Uttar Pradesh,SC,9815229154
376628000000.0,Amara Datta,12/03/1977,48,Male,"H.No. 088, Nanda Nagar, Ghaziabad-376066",760258,1032282a-e36e-4c94-bc9b-a4bc41cca5d7,875794,12/08/2022,12/08/2023,Tehsildar,Odisha,SC,9853146697
968454000000.0,Widisha Chakraborty,03/04/1981,44,Other,"45, Jayaraman Chowk, Tadipatri-984943",960324,6bbc6ddb-9e2a-479d-88eb-91cdae4530f8,266795,21/05/2024,21/05/2025,Revenue Department,Odisha,OBC,9695349281
442102000000.0,Harini Rege,01/06/1972,53,Female,"29/869, Prasad Marg, Mumbai 993332",994819,138f7067-df6b-46a3-9836-c592cc9c5fb7,929639,07/11/2024,07/11/2025,Revenue Department,Madhya Pradesh,ST,9862068652
919339000000.0,Fitan Gole,22/09/1989,36,Male,"23/14, Chaudhry Ganj, Mathura-276948",362622,350cfac0-ef82-455b-bf95-1616b0737a3e,365667,20/07/2024,20/07/2025,District Magistrate,Bihar,OBC,9128749686
780183000000.0,Jatin Tella,11/05/1959,66,Other,"H.No. 112, Chhabra Circle, Bettiah 299549",75334,c965da4d-e408-4209-a781-ac524c84b06f,673094,27/05/2025,27/05/2026,District Magistrate,Maharashtra,SC,9442376236
319522000000.0,Champak Dhar,17/11/1981,44,Female,"H.No. 922, Grewal Path, Karawal Nagar-805821",935048,99848270-0fcd-44ff-8688-da6e7d022bb7,793011,01/03/2025,01/03/2026,Revenue Department,Uttar Pradesh,SC,9233374771
114278000000.0,Gauri Mani,19/02/1961,64,Male,"250, Bedi Circle, Ulhasnagar-170700",101025,7a7d52a6-ff8f-43df-a7d5-bd0e39fe338a,923329,20/02/2023,20/02/2024,Tehsildar,Goa,ST,9103552645
353754000000.0,Rajeshri Butala,27/08/2001,24,Female,"42, Dhar Circle, Durg-723823",205306,6ec1e9e5-30c5-4d92-9e70-e6cf4ee077d9,923290,26/01/2025,26/01/2026,Revenue Department,Gujarat,ST,9835966017
638724000000.0,Parth Pillai,10/05/1980,45,Female,"22, Naidu Nagar, Tirupati-792793",674579,252a8c00-1cee-439b-b199-bde464c00662,323204,28/02/2025,28/02/2026,District Magistrate,Mizoram,ST,9919214268
661543000000.0,Pooja Chowdhury,02/06/1964,61,Other,"49, Nagar Road, Chittoor 973363",821008,6fd9a2e4-cf9c-4c7e-bc62-7fa750e1ea81,503461,18/11/2023,17/11/2024,Tehsildar,Jharkhand,SC,9053531286
830811000000.0,Yatan Bumb,24/10/2006,19,Other,"28/13, Goda Chowk, Ozhukarai 934618",273943,983e1aa7-3f33-411c-afe6-2dfa9de97c6a,669698,18/09/2024,18/09/2025,Revenue Department,Chhattisgarh,General,9108345177
893791000000.0,Robert Shroff,06/10/1995,30,Other,"814, Malhotra Road, Ghaziabad 031195",528204,a9340f15-1a95-4a2a-9002-83c1b2bafe54,947493,18/09/2023,17/09/2024,District Magistrate,Odisha,SC,9464801144
750307000000.0,Jackson Lata,30/05/1994,31,Female,"62/22, Gaba Zila, Gopalpur-279249",866569,a7dc2a8a-60b7-4b34-8e59-1d5728632d12,280510,20/09/2024,20/09/2025,Revenue Department,Madhya Pradesh,SC,9550656743
572724000000.0,Tara Sood,07/09/1995,30,Female,"H.No. 629, Lalla Zila, Jaipur-735692",601129,00566e6e-9604-471a-b623-ddbc16ecc692,713657,14/07/2023,13/07/2024,Tehsildar,Uttarakhand,General,9499967467
604095000000.0,Jalsa Lala,08/12/1999,26,Female,"28, Wadhwa, Gaya 704652",439729,4bae4a81-8cd6-4ee2-99cd-c82179c87fa3,560949,18/05/2024,18/05/2025,Tehsildar,Odisha,OBC,9615658460
506213000000.0,Kalpit Rajagopalan,26/01/1968,57,Other,"H.No. 537, Atwal Chowk, Berhampur 233865",105876,ed3ac82e-cd89-4c72-8248-7625e49765ab,451409,01/08/2024,01/08/2025,District Magistrate,Punjab,General,9297143647
986819000000.0,Maanav Gara,07/01/1999,26,Male,"456, Sandhu Path, Gudivada 317986",896698,01f3f21a-ee62-4623-bdc5-b0f75e4bef0c,811657,26/02/2024,25/02/2025,Revenue Department,West Bengal,ST,9033923829
689059000000.0,Chandani Kapadia,18/09/2000,25,Male,"21/813, Sachar Chowk, Ahmedabad-575037",277619,82c77c32-1031-4401-98de-5fb5f95921f6,302005,10/07/2022,10/07/2023,Revenue Department,Assam,ST,9114331406
182198000000.0,Shaurya Jhaveri,19/12/1995,30,Other,"445, D’Alia Street, Kadapa 198240",725178,c3b8e0cb-6217-4333-8b3a-d87365d10229,678841,10/05/2024,10/05/2025,Revenue Department,Chhattisgarh,OBC,9110613023
399169000000.0,Sai Sama,02/12/1996,29,Female,"229, Bhandari Street, Pondicherry 643541",127250,c746d672-dea5-49b2-981f-4b3d3f87cf55,677594,29/05/2023,28/05/2024,Tehsildar,Jharkhand,General,9618162892
153536000000.0,Prisha Ramaswamy,04/12/1967,58,Female,"84/872, Misra Road, Malegaon-034361",222141,151cf557-febb-4615-b42b-bdcf525b0611,496648,07/11/2024,07/11/2025,Tehsildar,Nagaland,General,9504713993
398217000000.0,Upkaar Dass,06/06/1992,33,Female,"H.No. 25, Date Zila, Amroha-205178",386843,be28f804-03d8-4521-a9a6-81e6b6bd9b9f,205167,07/05/2023,06/05/2024,Revenue Department,Uttar Pradesh,OBC,9813591681
116880000000.0,Turvi Dar,18/05/1956,69,Male,"11/05, Kala, Guntakal 348411",493568,fe81b385-157f-4baf-9245-2d4590364a53,512469,15/05/2023,14/05/2024,Tehsildar,Bihar,OBC,9545545431
862708000000.0,Osha Saxena,29/11/1960,65,Female,"H.No. 28, Barman Ganj, Ongole 054758",973238,18094797-a6e0-48e8-935e-035d5959d00a,818890,26/01/2024,25/01/2025,Tehsildar,Mizoram,OBC,9024280555
292757000000.0,Radhika Chopra,18/04/1960,65,Other,"47/47, Gade Nagar, Hapur 795921",733820,f624531d-d5cf-4c0a-a3bd-43e230b4ae74,411804,22/07/2023,21/07/2024,District Magistrate,Uttar Pradesh,General,9445782383
500876000000.0,Odika Dalal,30/03/1977,48,Other,"134, Varughese Zila, Ongole 304196",88410,5817e1f3-bf14-4ac8-b5d4-af5e84c26333,529775,19/05/2023,18/05/2024,District Magistrate,Uttarakhand,SC,9429077776
344179000000.0,Sai Bhatt,30/11/1971,54,Other,"85, Nath Chowk, Mumbai-734744",623895,b8044536-91c5-468c-8e00-4929191c8439,565139,12/01/2023,12/01/2024,District Magistrate,Gujarat,ST,9682099486
282167000000.0,Kabir Saha,11/03/1993,32,Female,"72, Mannan Nagar, Ramagundam 457058",258347,3384ab36-be1f-4334-853b-14b2be08fcd2,70201,04/12/2023,03/12/2024,District Magistrate,Odisha,ST,9679477137
568957000000.0,Shaurya More,19/01/2002,23,Female,"H.No. 32, Hora, Bahraich-607799",539447,63d97ba7-cf97-4620-be22-5c6957371feb,781804,12/01/2023,12/01/2024,Revenue Department,Jharkhand,SC,9529102781
701891000000.0,Ayush Roy,22/06/1972,53,Male,"H.No. 21, Mody Path, Shivpuri-857916",460275,e5410b82-b4f2-412b-b05f-561f330a0353,770542,04/02/2024,03/02/2025,Tehsildar,Maharashtra,General,9798015559
993816000000.0,Ayushman Basak,01/02/2004,21,Female,"H.No. 978, Mani Marg, Jhansi-213626",972560,58a25e3b-8b9d-4d97-94ad-c7cb6f820a39,323031,09/03/2023,08/03/2024,Revenue Department,Chhattisgarh,General,9086871108
341753000000.0,Michael Keer,15/11/1956,69,Other,"H.No. 79, Sachdeva Circle, Rajahmundry-159385",972719,8b68ecbe-3b6d-41df-b10f-2822cd926587,521177,08/01/2025,08/01/2026,Tehsildar,Madhya Pradesh,ST,9101461582
664344000000.0,Parth Pant,04/06/1958,67,Female,"H.No. 63, Dhillon Nagar, Ambattur-084738",596539,75b26165-2602-4ed8-948b-1917ab4d5362,772973,24/09/2022,24/09/2023,Revenue Department,Nagaland,General,9504292973
813287000000.0,Saumya Raman,04/03/1974,51,Female,"H.No. 09, Sane, Secunderabad-414400",845836,0f37b8ba-2e7b-4bac-afd1-32533854e951,306897,03/09/2024,03/09/2025,Tehsildar,Himachal Pradesh,ST,9874565192
947149000000.0,Hemani Borra,12/02/1977,48,Male,"H.No. 833, Kuruvilla Circle, Tiruppur-237313",515753,ba7f1a8d-776f-4eb0-8400-e480dcee9445,758087,22/02/2024,21/02/2025,District Magistrate,Goa,SC,9946414806
